subjects	Activity	variable	Description
1	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Y	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAcc-mean()-Z	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAcc-std()-X	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAcc-std()-Y	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAcc-std()-Z	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-X	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of body angular velocity for x- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-Y	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of body angular velocity for y- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccJerk-mean()-Z	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of body angular velocity for z- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-X	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for x- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-Y	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for y- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccJerk-std()-Z	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of body angular velocity for z- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyGyro-mean()-X	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for X- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyGyro-mean()-Y	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for Y- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyGyro-mean()-Z	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of the  body angular velocity Jerk for Z- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyGyro-std()-X	"Subject # 1 while WALKING_DOWNSTAIRS,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyGyro-std()-Y	"Subject # 1 while WALKING_DOWNSTAIRS,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyGyro-std()-Z	"Subject # 1 while WALKING_DOWNSTAIRS,Standard Deviation of the  body angular velocity Jerk for Z- axis in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccMag-mean()	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyAccMag-std()	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-mean()	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyBodyAccJerkMag-std()	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of acceleration due to Gravity in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyBodyGyroMag-mean()	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of Body kerk acceleration in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyBodyGyroMag-std()	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation  of magnitute of measurements of Body kerk acceleration in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag-mean()	"Subject # 1 while WALKING_DOWNSTAIRS,Mean of magnitute of measurements of body angular velocity in (frequency domain)"
1	WALKING_DOWNSTAIRS	fBodyBodyGyroJerkMag-std()	"Subject # 1 while WALKING_DOWNSTAIRS,Standard deviation of magnitute of measurements of body angular velocity in (frequency domain)"
1	SITTING	tBodyAcc-mean()-X	"Subject # 1 while SITTING,Mean of measurements of Body acceleration for  X axis  in (time domain)"
1	SITTING	tBodyAcc-mean()-Y	"Subject # 1 while SITTING,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
1	SITTING	tBodyAcc-mean()-Z	"Subject # 1 while SITTING,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
1	SITTING	tBodyAcc-std()-X	"Subject # 1 while SITTING,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
1	SITTING	tBodyAcc-std()-Y	"Subject # 1 while SITTING,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
1	SITTING	tBodyAcc-std()-Z	"Subject # 1 while SITTING,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
1	SITTING	tGravityAcc-mean()-X	"Subject # 1 while SITTING,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
1	SITTING	tGravityAcc-mean()-Y	"Subject # 1 while SITTING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
1	SITTING	tGravityAcc-mean()-Z	"Subject # 1 while SITTING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
1	SITTING	tGravityAcc-std()-X	"Subject # 1 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
1	SITTING	tGravityAcc-std()-Y	"Subject # 1 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
1	SITTING	tGravityAcc-std()-Z	"Subject # 1 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
1	SITTING	tBodyAccJerk-mean()-X	"Subject # 1 while SITTING,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
1	SITTING	tBodyAccJerk-mean()-Y	"Subject # 1 while SITTING,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
1	SITTING	tBodyAccJerk-mean()-Z	"Subject # 1 while SITTING,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
1	SITTING	tBodyAccJerk-std()-X	"Subject # 1 while SITTING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
1	SITTING	tBodyAccJerk-std()-Y	"Subject # 1 while SITTING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
1	SITTING	tBodyAccJerk-std()-Z	"Subject # 1 while SITTING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
1	SITTING	tBodyGyro-mean()-X	"Subject # 1 while SITTING,Mean of body angular velocity for x- axis in (time domain)"
1	SITTING	tBodyGyro-mean()-Y	"Subject # 1 while SITTING,Mean of body angular velocity for y- axis in (time domain)"
1	SITTING	tBodyGyro-mean()-Z	"Subject # 1 while SITTING,Mean of body angular velocity for z- axis in (time domain)"
1	SITTING	tBodyGyro-std()-X	"Subject # 1 while SITTING,Standard deviation of body angular velocity for x- axis in (time domain)"
1	SITTING	tBodyGyro-std()-Y	"Subject # 1 while SITTING,Standard deviation of body angular velocity for y- axis in (time domain)"
1	SITTING	tBodyGyro-std()-Z	"Subject # 1 while SITTING,Standard deviation of body angular velocity for z- axis in (time domain)"
1	SITTING	tBodyGyroJerk-mean()-X	"Subject # 1 while SITTING,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
1	SITTING	tBodyGyroJerk-mean()-Y	"Subject # 1 while SITTING,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
1	SITTING	tBodyGyroJerk-mean()-Z	"Subject # 1 while SITTING,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
1	SITTING	tBodyGyroJerk-std()-X	"Subject # 1 while SITTING,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
1	SITTING	tBodyGyroJerk-std()-Y	"Subject # 1 while SITTING,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
1	SITTING	tBodyGyroJerk-std()-Z	"Subject # 1 while SITTING,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
1	SITTING	tBodyAccMag-mean()	"Subject # 1 while SITTING,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
1	SITTING	tBodyAccMag-std()	"Subject # 1 while SITTING,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
1	SITTING	tGravityAccMag-mean()	"Subject # 1 while SITTING,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
1	SITTING	tGravityAccMag-std()	"Subject # 1 while SITTING,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
1	SITTING	tBodyAccJerkMag-mean()	"Subject # 1 while SITTING,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
1	SITTING	tBodyAccJerkMag-std()	"Subject # 1 while SITTING,Standard deviation  of magnitute of measurements of Body kerk acceleration in (time domain)"
1	SITTING	tBodyGyroMag-mean()	"Subject # 1 while SITTING,Mean of magnitute of measurements of body angular velocity in (time domain)"
1	SITTING	tBodyGyroMag-std()	"Subject # 1 while SITTING,Standard deviation of magnitute of measurements of body angular velocity in (time domain)"
1	SITTING	tBodyGyroJerkMag-mean()	"Subject # 1 while SITTING,Mean of magnitute of measurements of Jerk  angular velocity in (time domain)"
1	SITTING	tBodyGyroJerkMag-std()	"Subject # 1 while SITTING,Standard deviation of magnitute of measurements of Jerk angular velocity in (time domain)"
1	SITTING	fBodyAcc-mean()-X	"Subject # 1 while SITTING,Mean of magnitute of measurements of Jerk  angular velocity in (frequency domain)"
1	SITTING	fBodyAcc-mean()-Y	"Subject # 1 while SITTING,Standard deviation of magnitute of measurements of Jerk angular velocity in (frequency domain)"
1	SITTING	fBodyAcc-mean()-Z	"Subject # 1 while SITTING,Mean of measurements of Body acceleration for  X axis  in (frequency domain)"
1	SITTING	fBodyAcc-std()-X	"Subject # 1 while SITTING,Mean of measurements of Body acceleration for  Y axis  in (frequency domain)"
1	SITTING	fBodyAcc-std()-Y	"Subject # 1 while SITTING,Mean of measurements of Body acceleration for  Z axis  in (frequency domain)"
1	SITTING	fBodyAcc-std()-Z	"Subject # 1 while SITTING,Standard deviation  of measurements of Body acceleration for  X axis  in (frequency domain)"
1	SITTING	fBodyAccJerk-mean()-X	"Subject # 1 while SITTING,Standard deviation  of measurements of Body acceleration for  Y axis  in (frequency domain)"
1	SITTING	fBodyAccJerk-mean()-Y	"Subject # 1 while SITTING,Standard deviation  of measurements of Body acceleration for  Z axis  in (frequency domain)"
1	SITTING	fBodyAccJerk-mean()-Z	"Subject # 1 while SITTING,Mean of measurements of   acceleration due to Gravity for  X axis  in (frequency domain)"
1	SITTING	fBodyAccJerk-std()-X	"Subject # 1 while SITTING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (frequency domain)"
1	SITTING	fBodyAccJerk-std()-Y	"Subject # 1 while SITTING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (frequency domain)"
1	SITTING	fBodyAccJerk-std()-Z	"Subject # 1 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (frequency domain)"
1	SITTING	fBodyGyro-mean()-X	"Subject # 1 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (frequency domain)"
1	SITTING	fBodyGyro-mean()-Y	"Subject # 1 while SITTING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (frequency domain)"
1	SITTING	fBodyGyro-mean()-Z	"Subject # 1 while SITTING,Mean of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
1	SITTING	fBodyGyro-std()-X	"Subject # 1 while SITTING,Mean of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
1	SITTING	fBodyGyro-std()-Y	"Subject # 1 while SITTING,Mean of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
1	SITTING	fBodyGyro-std()-Z	"Subject # 1 while SITTING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (frequency domain)"
1	SITTING	fBodyAccMag-mean()	"Subject # 1 while SITTING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (frequency domain)"
1	SITTING	fBodyAccMag-std()	"Subject # 1 while SITTING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (frequency domain)"
1	SITTING	fBodyBodyAccJerkMag-mean()	"Subject # 1 while SITTING,Mean of body angular velocity for x- axis in (frequency domain)"
1	SITTING	fBodyBodyAccJerkMag-std()	"Subject # 1 while SITTING,Mean of body angular velocity for y- axis in (frequency domain)"
1	SITTING	fBodyBodyGyroMag-mean()	"Subject # 1 while SITTING,Mean of body angular velocity for z- axis in (frequency domain)"
1	SITTING	fBodyBodyGyroMag-std()	"Subject # 1 while SITTING,Standard deviation of body angular velocity for x- axis in (frequency domain)"
1	SITTING	fBodyBodyGyroJerkMag-mean()	"Subject # 1 while SITTING,Standard deviation of body angular velocity for y- axis in (frequency domain)"
1	SITTING	fBodyBodyGyroJerkMag-std()	"Subject # 1 while SITTING,Standard deviation of body angular velocity for z- axis in (frequency domain)"
1	STANDING	tBodyAcc-mean()-X	"Subject # 1 while STANDING,Mean of measurements of Body acceleration for  X axis  in (time domain)"
1	STANDING	tBodyAcc-mean()-Y	"Subject # 1 while STANDING,Mean of measurements of Body acceleration for  Y axis  in (time domain)"
1	STANDING	tBodyAcc-mean()-Z	"Subject # 1 while STANDING,Mean of measurements of Body acceleration for  Z axis  in (time domain)"
1	STANDING	tBodyAcc-std()-X	"Subject # 1 while STANDING,Standard deviation  of measurements of Body acceleration for  X axis  in (time domain)"
1	STANDING	tBodyAcc-std()-Y	"Subject # 1 while STANDING,Standard deviation  of measurements of Body acceleration for  Y axis  in (time domain)"
1	STANDING	tBodyAcc-std()-Z	"Subject # 1 while STANDING,Standard deviation  of measurements of Body acceleration for  Z axis  in (time domain)"
1	STANDING	tGravityAcc-mean()-X	"Subject # 1 while STANDING,Mean of measurements of   acceleration due to Gravity for  X axis  in (time domain)"
1	STANDING	tGravityAcc-mean()-Y	"Subject # 1 while STANDING,Mean of measurements of   acceleration due to Gravity for  Y axis  in (time domain)"
1	STANDING	tGravityAcc-mean()-Z	"Subject # 1 while STANDING,Mean of measurements of   acceleration due to Gravity for  Z axis  in (time domain)"
1	STANDING	tGravityAcc-std()-X	"Subject # 1 while STANDING,Standard deviation  of measurements of acceleration due to Gravity for  X axis  in (time domain)"
1	STANDING	tGravityAcc-std()-Y	"Subject # 1 while STANDING,Standard deviation  of measurements of acceleration due to Gravity for  Y axis  in (time domain)"
1	STANDING	tGravityAcc-std()-Z	"Subject # 1 while STANDING,Standard deviation  of measurements of acceleration due to Gravity for  Z axis  in (time domain)"
1	STANDING	tBodyAccJerk-mean()-X	"Subject # 1 while STANDING,Mean of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
1	STANDING	tBodyAccJerk-mean()-Y	"Subject # 1 while STANDING,Mean of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
1	STANDING	tBodyAccJerk-mean()-Z	"Subject # 1 while STANDING,Mean of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
1	STANDING	tBodyAccJerk-std()-X	"Subject # 1 while STANDING,Standard deviation of measurements of Body acceleration Jerk  for  X axis  in (time domain)"
1	STANDING	tBodyAccJerk-std()-Y	"Subject # 1 while STANDING,Standard deviation of measurements of Body acceleration Jerk for  Y axis  in (time domain)"
1	STANDING	tBodyAccJerk-std()-Z	"Subject # 1 while STANDING,Standard deviation of measurements of Body acceleration Jerk for  Z axis  in (time domain)"
1	STANDING	tBodyGyro-mean()-X	"Subject # 1 while STANDING,Mean of body angular velocity for x- axis in (time domain)"
1	STANDING	tBodyGyro-mean()-Y	"Subject # 1 while STANDING,Mean of body angular velocity for y- axis in (time domain)"
1	STANDING	tBodyGyro-mean()-Z	"Subject # 1 while STANDING,Mean of body angular velocity for z- axis in (time domain)"
1	STANDING	tBodyGyro-std()-X	"Subject # 1 while STANDING,Standard deviation of body angular velocity for x- axis in (time domain)"
1	STANDING	tBodyGyro-std()-Y	"Subject # 1 while STANDING,Standard deviation of body angular velocity for y- axis in (time domain)"
1	STANDING	tBodyGyro-std()-Z	"Subject # 1 while STANDING,Standard deviation of body angular velocity for z- axis in (time domain)"
1	STANDING	tBodyGyroJerk-mean()-X	"Subject # 1 while STANDING,Mean of the  body angular velocity Jerk for X- axis in (time domain)"
1	STANDING	tBodyGyroJerk-mean()-Y	"Subject # 1 while STANDING,Mean of the  body angular velocity Jerk for Y- axis in (time domain)"
1	STANDING	tBodyGyroJerk-mean()-Z	"Subject # 1 while STANDING,Mean of the  body angular velocity Jerk for Z- axis in (time domain)"
1	STANDING	tBodyGyroJerk-std()-X	"Subject # 1 while STANDING,Standard Deviation ofof the  body angular velocity Jerk for X- axis in (time domain)"
1	STANDING	tBodyGyroJerk-std()-Y	"Subject # 1 while STANDING,Standard Deviation  of the  body angular velocity Jerk for Y- axis in (time domain)"
1	STANDING	tBodyGyroJerk-std()-Z	"Subject # 1 while STANDING,Standard Deviation of the  body angular velocity Jerk for Z- axis in (time domain)"
1	STANDING	tBodyAccMag-mean()	"Subject # 1 while STANDING,Mean of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
1	STANDING	tBodyAccMag-std()	"Subject # 1 while STANDING,Standard deviation of measurements of Magnitude (Euclidean norm) of Body acceleration  in (time domain)"
1	STANDING	tGravityAccMag-mean()	"Subject # 1 while STANDING,Mean of magnitute of measurements of acceleration due to Gravity in (time domain)"
1	STANDING	tGravityAccMag-std()	"Subject # 1 while STANDING,Standard deviation of magnitute of measurements of acceleration due to Gravity in (time domain)"
1	STANDING	tBodyAccJerkMag-mean()	"Subject # 1 while STANDING,Mean of magnitute of measurements of Body kerk acceleration in (time domain)"
